type,season,whitespace,linelen
source,winter,0.17876884844007124,27.168795620437955
source,winter,0.162410741596262,27.819542253521128
source,winter,0.175057954010871,27.290487238979118
source,winter,0.16288888888888886,28.606965174129353
source,winter,0.16534201954397398,26.66087711680417
source,winter,0.18729328281917135,27.26065573770492
source,winter,0.19932574799831437,28.02755905511811
source,winter,0.16698550915847576,29.06497656582872
source,winter,0.1632816408204102,25.54632587859425
source,winter,0.16283627293782288,35.5253164556962
header,winter,0.08276238705193129,38.68501920614597
source,winter,0.08394983128541411,57.74632352941177
source,autumn,0.17105165846984427,27.573795564618916
source,winter,0.16572944967460668,28.828779599271403
source,winter,0.1632435933018781,32.67533252720677
source,winter,0.1553647530709451,32.585432266848194
source,autumn,0.184375126104677,24.608738828202583
header,winter,0.18778964336087045,27.34435261707989
source,winter,0.15153906866614053,22.82882882882883
source,winter,0.17655208126674982,25.22828299966067
header,winter,0.17023255813953486,27.01005025125628
header,winter,0.17348334436355617,33.42920353982301
source,winter,0.18446186675691179,27.318181818181817
source,winter,0.18085428395990621,23.58331633693657
source,winter,0.1676508830859248,26.21875
source,winter,0.16886609636228334,25.72834123222749
source,winter,0.1626169460147443,25.678268251273344
py,winter,0.33137370841291647,107.88389169343736
py,winter,0.2561837455830389,29.479166666666668
source,winter,0.1684831907559624,28.697236684020826
source,winter,0.14840614323149903,29.64306784660767
source,autumn,0.16656011887278188,27.070626753975677
source,winter,0.16565647146587092,25.594272076372317
source,winter,0.1524348810872027,25.74344023323615
header,winter,0.1384231180877631,29.04663212435233
source,winter,0.1505850174745479,24.32902033271719
py,winter,0.21699291961682632,45.301886792452834
py,winter,0.1866175567833026,47.911764705882355
source,winter,0.18325881589384874,24.06420824295011
source,winter,0.17551946151594966,25.155828220858897
source,winter,0.18499737382418946,25.906729341909944
source,winter,0.14744651436549538,29.2813627254509
header,winter,0.16378173776208904,27.892052194543297
source,winter,0.17120565287796263,27.117764471057885
header,winter,0.102992125984252,38.25301204819277
source,autumn,0.1490282541237955,24.297619047619047
source,autumn,0.17415821107736051,26.342626090657586
header,autumn,0.16349466312757666,31.5914362176628
source,winter,0.1593277034437377,27.443190368698268
source,autumn,0.16025385999810549,28.78135223555071
header,autumn,0.15111276194013679,31.184362934362934
source,autumn,0.16478469364611348,28.140414862092545
source,winter,0.1713937175968283,26.278717720391807
rust,winter,0.20127465334596506,37.53556034482759
rust,winter,0.30472008781558724,31.413793103448278
header,winter,0.16635436185717256,30.98709677419355
source,winter,0.167545748116254,29.38323668950975
source,winter,0.19594255537766736,27.316579634464752
source,winter,0.18834831472542335,25.51145243869577
source,winter,0.16126126126126128,22.88659793814433
header,autumn,0.14496765364518538,24.92403100775194
source,winter,0.1587080103359173,30.88587390263368
header,winter,0.1403184860373875,27.251572327044027
source,winter,0.20558253882592792,21.394483643361127
source,winter,0.16794419085350099,26.569794050343248
source,winter,0.20025929127052722,18.8130081300813
source,winter,0.17635030671786944,22.630925507900677
source,winter,0.15921428171693996,25.527142857142856
source,winter,0.15677148052203338,29.016704013037277
source,winter,0.20767834414839237,29.661468003465775
source,winter,0.15921533415640943,29.622090875507944
source,winter,0.1808639547784161,29.3406191369606
source,winter,0.17823873843901794,23.327900659681802
source,winter,0.18320966099228864,24.54642857142857
source,winter,0.1609257162595229,26.380863989200137
source,winter,0.15898902670443604,24.584854631507774
source,winter,0.16621744579306086,29.855971296770885
source,winter,0.14250916292940563,29.00429184549356
source,winter,0.14071614032969026,30.16575591985428
header,winter,0.1502309155120891,34.72641509433962
source,winter,0.14810511862811937,29.97093525179856
header,winter,0.1496611625465305,29.84900284900285
source,winter,0.1760829642432754,25.018918918918917
header,winter,0.16014897579143395,34.095238095238095
source,winter,0.14760178706903815,28.312649164677804
source,autumn,0.1717990854529866,27.90827517447657
header,autumn,0.16090648760738624,34.563139931740615
source,winter,0.14960185482680466,31.847068584070797
header,summer,0.22351521756051995,37.183791606367585
source,winter,0.16861666968394373,37.34606918238994
source,winter,0.1600386738925782,24.610519724483407
source,winter,0.20563529016464266,24.280885780885782
source,winter,0.19116997792494483,26.084452975047984
source,winter,0.18076180887658355,25.77081081081081
source,winter,0.18934240362811794,28.823529411764707
header,winter,0.15822320117474298,28.97872340425532
source,autumn,0.15608609151745345,23.13389121338912
source,winter,0.19403953398487106,23.331400966183576
source,winter,0.16092691979736173,26.184659837142107
source,winter,0.16881979417560766,26.059914407988586
source,winter,0.16927574887156338,26.55045621680512
header,winter,0.1426500465588758,31.6066889632107
source,winter,0.15851095767036927,27.191836734693876
source,winter,0.14760147601476015,23.948837209302326
source,winter,0.1432298460735716,26.343642611683848
source,winter,0.16261942086426695,27.28732849071832
source,winter,0.13041446091630515,35.93172690763052
source,winter,0.16716590974973422,25.36519607843137
header,winter,0.166965347446698,31.8324151412831
source,winter,0.16740010870136923,25.065699846187652
source,winter,0.16575366063738162,29.55702647657841
source,winter,0.17664075842598725,24.314406779661017
source,winter,0.1691076238563125,27.504199160167968
source,winter,0.1476357267950963,24.71861471861472
source,winter,0.14434314385363767,27.193011647254576
source,winter,0.14799154334038056,33.785714285714285
source,winter,0.17084188911704312,25.767195767195766
source,winter,0.15629860031104204,32.55696202531646
source,winter,0.14545145960624573,28.88235294117647
header,winter,0.1348824786324786,32.55652173913043
source,winter,0.13876404494382022,27.02819956616052
source,winter,0.16145590293980405,32.96923076923077
source,winter,0.1670216764816439,26.96283783783784
source,winter,0.1672153818350397,31.093818714879063
header,winter,0.1550265428002654,40.32107023411371
source,winter,0.15055622802467006,26.286363636363635
header,winter,0.19337845036797352,34.17599460552933
source,winter,0.15849694750641918,29.152193577566713
source,winter,0.16423596413591413,25.13249516441006
source,winter,0.153438634741622,26.747849800713237
source,winter,0.1853120374513786,25.065573770491802
header,winter,0.18005426010508607,33.240867579908674
header,winter,0.17270820850808866,28.28813559322034
source,winter,0.19205166811950236,26.34446764091858
source,winter,0.18953298200981283,27.378109452736318
source,winter,0.16285792699661517,27.785968479918658
header,winter,0.1321911716519215,36.769363166953525
header,winter,0.1304734667937718,37.464285714285715
header,winter,0.26440144014401445,33.16417910447761
rust,winter,0.2428140175876099,40.74331550802139
source,winter,0.13753565924782007,37.122451427200765
source,winter,0.18349973725696267,25.681511470985154
source,winter,0.17043826983672306,24.79403409090909
source,winter,0.1702872821174951,25.11552492906364
source,winter,0.15801005581438254,28.694904037061548
header,winter,0.12927536231884063,23.31081081081081
header,winter,0.1829484470993905,34.231920199501246
source,winter,0.1678216330219946,25.143939393939394
header,winter,0.18260233918128654,27.323568575233022
source,winter,0.1749688667496887,24.259818731117825
source,winter,0.16501442384491782,27.470573051109962
source,winter,0.16996763754045308,24.919354838709676
source,winter,0.17776373973468096,22.358757062146893
source,autumn,0.1560177244139508,25.579524680073128
source,winter,0.17972509106171208,25.609596928982725
source,winter,0.1615842180558693,22.098169717138102
source,winter,0.17068972262431048,25.257905138339922
source,winter,0.15937225850472758,25.776381909547737
source,winter,0.2529574556560892,29.045814244064974
source,winter,0.16700889016346432,26.71621207477781
source,winter,0.16475867753457274,24.1570796460177
header,winter,0.18868188430121968,27.081818181818182
source,winter,0.18757697847733967,26.291437980241493
source,winter,0.14634459719902349,22.891176470588235
source,winter,0.20609412501304392,24.955729166666668
source,winter,0.16831858407079647,23.34710743801653
source,winter,0.16301088843301248,24.657587548638134
source,winter,0.16302263137706174,23.276785714285715
source,winter,0.20739014647137155,26.888115365489806
header,winter,0.1910034602076125,25.276967930029155
asm,winter,0.19327925840092697,24.942196531791907
source,winter,0.16101087957436655,24.192244224422442
source,winter,0.18115673026950774,26.35812133072407
asm,winter,0.18077657542966263,21.374149659863946
source,winter,0.21887780140683788,29.674757281553397
header,winter,0.14247591044919217,38.415592387968076
asm,winter,0.12875446334803609,20.521551724137932
source,winter,0.14880844096780066,24.595078299776286
rust,winter,0.23788616588169553,38.78328173374613
source,autumn,0.15195130175519544,26.086574074074075
source,winter,0.1674643110285805,28.85581473968898
source,winter,0.1918724279835391,25.92
header,winter,0.14246010399856557,30.626029654036245
source,winter,0.18452670888131195,25.82389937106918
source,winter,0.17867827499613886,25.04900415532311
header,winter,0.2291284354152724,27.055490654205606
source,winter,0.1788782330717814,26.807416640698037
source,winter,0.1771672554451419,23.36520190023753
source,winter,0.16707475154832208,24.447183098591548
source,winter,0.171978933968975,26.92959166526634
source,winter,0.19340712134370552,23.94646017699115
source,winter,0.20305187926572532,24.515779092702168
source,winter,0.19652446300715987,23.64726631393298
source,winter,0.1773034037558685,23.50344827586207
source,winter,0.17336171900612374,26.961261457878656
source,winter,0.18453705576910107,22.691660290742156
source,winter,0.1896503138209299,26.35719108710331
source,winter,0.16830289940441123,26.746608315098467
source,winter,0.16008933297187045,25.93337797120857
source,winter,0.14095415117719945,25.824
source,winter,0.16780737837313975,27.995297238634993
source,winter,0.16198922871683386,27.14822266934943
source,winter,0.14719365630033454,25.300940438871475
source,winter,0.17414790018259285,29.20888888888889
source,winter,0.16488330946162266,28.53125
source,winter,0.16817276765201405,29.744874715261957
source,winter,0.16698656429942416,28.57404021937843
source,winter,0.16645477660733743,28.091836734693878
rust,winter,0.2518030340711266,38.85024154589372
source,winter,0.16231188395296536,25.667958155753585
source,winter,0.1482058498341542,27.82937062937063
source,winter,0.16781609195402303,24.473684210526315
source,autumn,0.15502208130449557,27.748625294579732
rust,winter,0.2980113118044152,37.43852459016394
header,winter,0.22112940656426128,39.51528384279476
source,winter,0.12176993609335929,26.75836431226766
source,winter,0.16892326467338425,28.13781902552204
source,winter,0.12247122955784373,27.608695652173914
source,winter,0.13467030114226375,26.703639514731368
source,winter,0.15820861287917887,26.912037037037038
py,winter,0.14113207547169815,29.444444444444443
source,winter,0.16124225550937177,26.54614850798057
source,winter,0.14298713904392135,25.36
source,winter,0.16804382137220308,24.05314872711032
source,winter,0.1682345036116244,25.999548192771083
header,winter,0.15710602642603932,29.08649339582446
source,winter,0.172323240361278,20.05826017557861
source,winter,0.19641448924872507,24.8640522875817
source,winter,0.16400532268795742,25.119777158774372
source,winter,0.16679742664365294,24.464491362763916
source,winter,0.08476870078740162,28.124567474048444
source,winter,0.16411616381184246,29.52759948652118
py,winter,0.2732826330881436,35.02620087336245
source,winter,0.17181308678113738,25.1839976026371
header,winter,0.16944533504328307,24.3671875
source,winter,0.15448141850862274,19.558194774346795
source,winter,0.1756298085493867,26.340023938863826
source,winter,0.1847475956007547,28.56210295728368
source,winter,0.15523013093099303,45.537963507945854
source,winter,0.15073340562753268,24.334722222222222
source,winter,0.1645827275370747,23.608695652173914
source,autumn,0.16007757720423688,26.847797062750335
source,autumn,0.16384161638077155,27.262476894639555
source,autumn,0.1593131293476675,26.321382842509603
source,autumn,0.17643275776292,26.914108425865447
source,winter,0.16159723523410985,27.926162790697674
source,winter,0.16759072580645162,26.01967213114754
source,winter,0.16925797656768105,25.46153846153846
header,winter,0.08112775109101755,34.88608981380066
header,winter,0.17689204648082368,34.60208333333333
header,winter,0.15582181624058367,43.56330749354005
header,winter,0.0894351809134647,43.60057471264368
header,winter,0.14651452680026844,72.67595818815332
header,winter,0.13106786525733483,38.934615384615384
header,winter,0.1532410208948849,44.13668499607227
header,winter,0.16204287515762927,40.32203389830509
header,winter,0.17498525073746307,38.52272727272727
header,winter,0.18350006852131018,37.61340206185567
header,winter,0.16194870515858173,22.977077363896846
header,winter,0.17257102075610098,30.908700980392158
header,winter,0.16560773194809497,32.38538873994638
source,winter,0.16930785174546703,27.526055705300987
source,winter,0.19132488726648056,19.733050847457626
source,autumn,0.1741575290195606,25.56160164271047
header,winter,0.18018018018018023,10.090909090909092
header,winter,0.13901345291479816,20.272727272727273
header,winter,0.16587225929456628,22.804347826086957
header,winter,0.04255319148936165,23.5
header,winter,0.1519022493751736,22.366459627329192
header,winter,0.13020833333333337,16.0
header,winter,0.14855875831485588,20.5
header,winter,0.1553082985628187,33.703125
header,winter,0.10404624277456642,20.352941176470587
header,winter,0.050000000000000044,20.0
header,winter,0.1552385719052386,34.74782608695652
header,winter,0.18199867637326272,33.577777777777776
source,winter,0.1603472302868424,28.395713107996702
header,winter,0.09489271683288003,34.11340206185567
source,winter,0.18684267871684002,27.627059569074778
source,winter,0.1713783437069416,27.960146130853538
source,winter,0.16224205242610146,30.59726962457338
source,winter,0.15393700787401576,22.882882882882882
source,winter,0.12562226963324186,28.28448275862069
source,winter,0.1565868950225553,28.081588835212024
header,winter,0.1765678516593835,31.243542435424356
source,winter,0.15686967586865086,28.790027137042063
header,winter,0.14862453531598518,37.675070028011206
header,winter,0.20745168186379304,29.19872611464968
header,winter,0.18280941886092106,20.428909952606634
source,winter,0.15688828584350978,29.061514195583594
source,winter,0.1659754948162111,26.525
header,winter,0.1782924236120741,28.464473684210525
source,winter,0.1890066021802549,24.03321033210332
header,winter,0.18099383387740298,27.029411764705884
header,winter,0.17678571428571432,26.666666666666668
header,winter,0.18687206965840586,26.424778761061948
header,winter,0.1963022141063684,26.55151515151515
header,winter,0.17808699719363896,25.376854599406528
header,winter,0.16781540305663767,26.275590551181104
header,winter,0.15724244771494966,24.826923076923077
header,winter,0.17637159205654662,24.96638655462185
header,winter,0.18487589886337275,32.17164179104478
header,winter,0.19409704852426213,22.977011494252874
header,winter,0.20607787274453937,25.071428571428573
header,winter,0.1889862327909887,22.82857142857143
header,winter,0.2111620938290102,29.5
header,winter,0.22370528563801384,27.748148148148147
header,winter,0.17919075144508667,24.714285714285715
source,winter,0.16025075048560833,29.571801566579634
header,winter,0.13889716840536515,25.610687022900763
header,winter,0.13621138816524003,27.701030927835053
header,winter,0.1391023048928427,30.158536585365855
header,winter,0.0875576036866359,28.304347826086957
source,winter,0.15726691478194488,22.53548387096774
source,winter,0.16091954022988508,22.21276595744681
source,winter,0.13508367571900992,26.3994708994709
source,winter,0.13984235952199342,25.21153846153846
source,winter,0.10195227765726678,25.409448818897637
header,winter,0.14471707561342018,17.830357142857142
source,winter,0.21402660217654168,23.994197292069632
source,winter,0.1765627224832692,29.55808080808081
header,winter,0.15075009147457008,33.8801652892562
source,winter,0.18385654234862714,27.80651579209152
source,winter,0.16723562579110884,26.018962075848304
source,winter,0.16065140845070425,27.483870967741936
source,winter,0.1820524397863733,28.53103448275862
header,winter,0.16136162075272986,31.06500215238915
rust,winter,0.27477416133278865,33.529680365296805
source,winter,0.16823591873492072,26.363749114103474
header,winter,0.1031894934333959,26.65
source,winter,0.1899689025989434,27.12432249322493
source,winter,0.18876762603824604,23.16331096196868
source,winter,0.17592331547786866,27.374862183020948
source,winter,0.1926237780789527,25.184458968772695
header,winter,0.1537890545920777,26.557347670250895
source,winter,0.16387462847878953,24.922558922558924
source,winter,0.16998191681735986,25.015399422521657
header,winter,0.1596767280964918,26.343548387096774
source,winter,0.15751004994518214,26.914754098360657
header,winter,0.1531612152669023,31.927142857142858
source,winter,0.18700463379210186,26.409132420091325
source,winter,0.15439709882139618,24.95475113122172
source,winter,0.19383633371565356,28.363507779349362
source,autumn,0.19496211345484338,29.195814648729446
source,autumn,0.1721192819918934,22.141025641025642
header,autumn,0.16607684529828104,35.32142857142857
source,winter,0.17040198548490204,26.50024912805182
source,winter,0.17775659736701022,26.066770186335404
source,winter,0.15316625643320658,26.058309037900873
source,winter,0.12134009009009006,24.666666666666668
source,winter,0.1671871246697093,24.063583815028903
source,winter,0.15559368821576458,24.87888631090487
header,winter,0.12132245239589867,38.60258481421648
source,winter,0.15064607626851556,22.827338129496404
source,winter,0.18118059614260662,23.644472361809044
source,winter,0.1560482397368742,24.577844311377245
source,winter,0.12719416689170937,26.45
source,winter,0.17480265766361092,25.39853524565151
source,winter,0.1332991540630607,23.786585365853657
header,winter,0.1508694169792022,29.03960396039604
source,winter,0.1920082630613409,26.156048387096774
source,winter,0.15809755602880038,22.986013986013987
source,winter,0.16258465732418959,23.762145748987855
py,winter,0.32147150757393606,32.34059097978227
source,winter,0.15447354198398267,27.197772828507794
source,winter,0.16005440131708448,29.014018691588785
source,winter,0.18379494429047083,26.103908715707696
source,winter,0.15399787589136704,22.57191780821918
source,winter,0.14347769988387593,27.778972520908006
source,winter,0.1408988764044944,24.316939890710383
source,winter,0.15157879414853248,26.121944595328625
source,winter,0.17031167204585962,21.8400841662283
header,winter,0.17557627436281864,30.42622950819672
source,winter,0.17829813284358742,29.300448430493272
source,winter,0.18869086785479283,28.732502011263072
header,winter,0.18052555795536362,31.389830508474578
source,winter,0.17975992528984353,28.08893154190659
header,winter,0.1912797281993205,33.96153846153846
source,winter,0.16516838705305714,27.722604884157796
source,winter,0.16763182578198277,26.338345864661655
source,winter,0.16808585092732997,25.130234505862646
source,winter,0.16645954215483771,26.096399015880117
header,winter,0.14223780531141172,30.90117130307467
source,winter,0.1869196446516863,28.759537572254334
source,winter,0.15375029576465016,28.633694670280036
source,winter,0.1568829004028337,23.980679546968688
source,winter,0.1713712926188874,28.777686852154936
header,winter,0.15699530516431925,37.23776223776224
source,winter,0.14450894111038293,27.563870967741934
source,winter,0.14344403783746462,33.12292738707833
header,winter,0.17845117845117842,28.34439834024896
source,winter,0.20553510219626758,24.162576687116566
source,winter,0.15879445538667358,23.33824804856895
source,autumn,0.15675332673895592,28.80698924731183
source,autumn,0.178359096313912,29.0
source,winter,0.14311116128759116,29.873946037099493
source,winter,0.18197984588026084,28.47257383966245
header,winter,0.16284456798702807,24.810344827586206
header,winter,0.15646059185467331,44.50720658888126
asm,winter,0.17171076476984415,23.63169164882227
source,winter,0.17075428042572882,25.27485380116959
source,autumn,0.18031288094270626,26.094102054340624
header,winter,0.14998646331558518,36.09446254071661
source,autumn,0.18994004971487055,23.38119658119658
source,autumn,0.1907898864420604,28.26063829787234
source,winter,0.15457325549068668,24.721649484536083
source,winter,0.14146071560309847,23.991150442477878
source,winter,0.15996455546647537,30.599096191091025
source,winter,0.1674801416403484,23.569172932330826
source,winter,0.1527291812456263,26.462962962962962
source,winter,0.1498975436412212,28.09985422740525
source,autumn,0.14607591108422802,24.954716981132076
source,winter,0.18906749613903817,28.50154990700558
source,winter,0.15561944644103465,32.18136104592692
source,winter,0.16312750302691625,25.903498190591073
header,winter,0.16435024322446146,33.08045977011494
source,winter,0.1691920234507246,27.368361581920905
header,winter,0.13673708920187788,25.432835820895523
header,winter,0.14480301760268233,28.746987951807228
source,winter,0.1597397221475828,27.908188082691527
source,winter,0.15549733795318177,23.111328125
source,winter,0.16454711624470109,26.92460732984293
source,winter,0.16270952554892648,26.29562433297759
source,winter,0.14915513524789648,22.71879936808847
header,winter,0.14756097560975612,28.916876574307306
source,winter,0.18379590984974958,23.20581113801453
header,winter,0.14631751227495904,28.287037037037038
source,winter,0.1544253038176685,27.154444444444444
source,winter,0.16985787792421436,26.892489711934157
source,winter,0.16402215097639172,27.221516978736908
source,winter,0.16892269828839912,23.068387096774195
source,winter,0.16395448079658603,29.218620116375728
source,winter,0.1885059075262815,26.973651191969886
header,winter,0.14437832759160663,19.46951219512195
header,winter,0.12492748017791533,32.93630573248408
header,winter,0.1498430605467862,33.2571860816944
header,winter,0.18302387267904507,24.80263157894737
header,winter,0.24695567462250367,14.612099644128113
source,winter,0.15829550446624685,28.48383733055266
source,winter,0.11991238771209933,36.56158134820071
source,winter,0.1551142617072392,29.524458420684837
header,winter,0.14791972589329416,30.675675675675677
header,winter,0.17761350581889013,26.137075718015666
source,autumn,0.14586994727592262,28.569037656903767
source,winter,0.17158158819817926,28.514028699935746
source,winter,0.17320603317585992,25.65225988700565
source,winter,0.15807655105706786,23.496753246753247
source,winter,0.14106694390608088,36.848967365599876
source,winter,0.1763503713795983,26.61169590643275
source,winter,0.1754981715053362,28.81505376344086
source,winter,0.16404253143850323,24.919745222929937
source,winter,0.18291070581056346,28.20076481835564
source,winter,0.14595768794862107,30.77906976744186
source,winter,0.1723543734781794,27.807291666666668
source,winter,0.15659684384711625,25.863256784968684
header,winter,0.1668881716347067,33.547770700636946
source,autumn,0.15172495862046587,31.3984375
source,winter,0.15445175763475905,27.21831797235023
header,autumn,0.12028608582574774,31.711340206185568
source,autumn,0.17722727951052086,24.763488543976347
source,autumn,0.16282611945877257,26.076023391812864
header,summer,0.12037123839880004,30.13276836158192
header,autumn,0.20068774477027418,29.573446327683616
header,summer,0.12925872393144744,39.69672131147541
source,summer,0.1767324528861849,23.197934595524956
header,summer,0.13363251059586134,31.3359375
header,autumn,0.15730063342536948,27.67191011235955
source,autumn,0.16991828020319522,26.950396825396826
source,autumn,0.17070058422254253,24.183319432860717
source,winter,0.1416893732970027,24.60335195530726
source,winter,0.17532647957766045,25.300527240773288
source,autumn,0.16965196759401546,34.732280102476516
source,autumn,0.17066355760146346,38.915514993481096
header,autumn,0.17566964285714282,30.957551826258637
source,winter,0.1545447607418149,27.184647302904565
source,winter,0.1746066055680443,27.150234741784036
source,winter,0.1473265409725748,28.159242021276597
source,winter,0.17727629153640134,26.829781420765027
source,winter,0.15822891688338003,29.908080808080808
source,winter,0.1513126491646778,27.47784473590925
source,winter,0.12239382239382235,31.97530864197531
source,winter,0.1777598531416016,24.41906271224813
header,winter,0.1806367771280052,28.976987447698743
source,winter,0.1971309578898658,29.281842818428185
header,winter,0.19671707045751463,33.877738825591585
source,winter,0.15938053097345128,31.89087488240828
source,winter,0.17225803023056308,28.9178924259056
header,autumn,0.17988715565881186,36.52121212121212
source,autumn,0.1564608938716856,27.305132450331126
source,winter,0.1515683793179886,27.54362779194683
source,winter,0.138021991049465,29.18771626297578
source,winter,0.14872068799743599,27.2582993593477
source,winter,0.16699845401215607,24.99020905001323
source,winter,0.16324673175575044,28.238317757009344
source,winter,0.17330645923219856,26.638422818791945
source,winter,0.20176642465025674,27.886419753086418
source,winter,0.17297885505792987,25.526688453159043
source,winter,0.15214919263133952,25.125714285714285
header,winter,0.19782285997031168,31.952569169960473
source,winter,0.16982690388519905,27.31109022556391
source,winter,0.16173754714527244,28.12362838332114
source,winter,0.14381035407725318,28.26919431279621
source,winter,0.1433222629907328,27.714228295819936
source,winter,0.13544224918441405,28.747102212855637
header,winter,0.10009442870632668,40.73076923076923
source,winter,0.14910520607375266,29.223454833597465
header,winter,0.19009791243303165,26.14975845410628
source,winter,0.15230438410681046,25.782374844848988
source,winter,0.1592720571296936,28.18831168831169
header,winter,0.13216177178623012,41.54
source,winter,0.1711516865615772,27.619758759333717
source,winter,0.15085068935171608,26.426356589147286
source,winter,0.1588063626131735,25.929493801652892
header,winter,0.19614448811529106,27.260204081632654
header,winter,0.18444113107850058,29.5661252900232
source,winter,0.17698343504795122,22.32603406326034
header,winter,0.15153097865117193,33.370370370370374
source,winter,0.18197086715117183,24.783682054688366
source,winter,0.17826818300618552,27.990808478709436
source,winter,0.18795142828257871,27.493205682520074
source,winter,0.15746853970122654,26.804690831556503
header,autumn,0.19713512097126384,27.324582338902147
header,autumn,0.1797517048435041,29.328205128205127
source,autumn,0.15492039019183446,26.87410358565737
source,autumn,0.1498510004257131,27.077809798270895
header,autumn,0.13448682658277622,25.948979591836736
source,autumn,0.1416439375154972,28.202797202797203
source,autumn,0.17183765061710332,25.528019925280198
source,autumn,0.15999554708952823,28.25795176511709
header,winter,0.15053216206049613,31.44954766875435
source,winter,0.17361024206843645,31.35295121119072
source,winter,0.187595848904903,26.5728981206726
source,autumn,0.17907401120353084,28.27114577084583
rust,winter,0.3045136681500318,26.216666666666665
source,winter,0.17523747133966594,22.598075499629903
source,winter,0.1576565250188584,28.40714285714286
source,winter,0.11905677303601181,29.224719101123597
header,winter,0.1520186335403727,28.24561403508772
source,winter,0.17814215759014695,24.11091234347048
source,winter,0.17552809311682716,21.544891640866872
source,winter,0.1880949266832338,23.42900919305414
source,winter,0.18361075544174132,21.222826086956523
source,winter,0.1873407536542846,23.613046231792275
source,winter,0.1599620023129027,25.116182572614107
header,winter,0.16235413495687467,23.188235294117646
source,autumn,0.13814222524668252,24.594142259414227
source,winter,0.12312844759653274,25.766497461928935
source,winter,0.16691591490182833,24.38705882352941
source,winter,0.16161823174980527,23.965618860510805
source,winter,0.17401755268600816,20.947306791569087
source,autumn,0.17891063269632568,26.81917077175698
source,autumn,0.15693052194953339,24.621276595744682
source,autumn,0.15607520722420654,22.18086696562033
source,winter,0.1214209968186638,20.5
source,winter,0.11650485436893199,12.875
source,winter,0.15805130205793427,29.406309751434033
source,winter,0.16124879304795625,26.945296864576385
source,winter,0.15736368169418946,30.63162623539982
source,winter,0.15806149911244294,28.754665203073547
source,winter,0.1601582627898417,29.420682187330808
source,winter,0.16820001953315755,27.202444208289055
source,winter,0.1559693608029583,27.770171149144254
source,winter,0.15001065416577886,29.27027027027027
source,winter,0.15919390174364512,28.154626108998734
